browser,browser_version,roster_size,repetition,phase,status,final_count,unique_stable_ids,duplicate_stable_ids,exact_identity_set,receiver_rows_accepted,receiver_preparation_ms,receiver_persistence_ms,protocol_completion_latency_ms,observed_wall_time_ms,error_class,error_message
firefox,151.0,200,5,measurement,pass,200,200,0,true,200,3,116,119,2784,,
firefox,151.0,200,6,measurement,pass,200,200,0,true,200,3,117,122,2816,,
firefox,151.0,200,7,measurement,pass,200,200,0,true,200,2,124,128,2796,,
firefox,151.0,200,8,measurement,pass,200,200,0,true,200,3,120,124,2782,,
firefox,151.0,200,9,measurement,pass,200,200,0,true,200,3,117,122,2829,,
firefox,151.0,200,10,measurement,pass,200,200,0,true,200,4,122,126,2761,,
firefox,151.0,200,11,measurement,pass,200,200,0,true,200,3,126,130,2776,,
firefox,151.0,200,12,measurement,pass,200,200,0,true,200,4,122,126,2838,,
firefox,151.0,200,13,measurement,pass,200,200,0,true,200,4,122,127,2766,,
firefox,151.0,200,14,measurement,pass,200,200,0,true,200,3,122,126,2818,,
firefox,151.0,200,15,measurement,pass,200,200,0,true,200,4,118,124,2779,,
firefox,151.0,200,16,measurement,pass,200,200,0,true,200,4,127,132,2806,,
firefox,151.0,200,17,measurement,pass,200,200,0,true,200,3,129,133,2865,,
firefox,151.0,200,18,measurement,pass,200,200,0,true,200,3,119,124,2806,,
firefox,151.0,200,19,measurement,pass,200,200,0,true,200,4,116,121,2792,,
firefox,151.0,200,20,measurement,pass,200,200,0,true,200,4,116,122,2834,,
firefox,151.0,200,21,measurement,pass,200,200,0,true,200,4,126,130,2815,,
firefox,151.0,200,22,measurement,pass,200,200,0,true,200,4,137,143,2845,,
firefox,151.0,200,23,measurement,pass,200,200,0,true,200,3,143,147,2890,,
firefox,151.0,200,24,measurement,pass,200,200,0,true,200,4,120,127,2842,,
firefox,151.0,200,25,measurement,pass,200,200,0,true,200,4,118,122,2825,,
firefox,151.0,200,26,measurement,pass,200,200,0,true,200,4,121,127,2815,,
firefox,151.0,200,27,measurement,pass,200,200,0,true,200,4,121,126,2810,,
firefox,151.0,200,28,measurement,pass,200,200,0,true,200,3,123,128,2832,,
firefox,151.0,200,29,measurement,pass,200,200,0,true,200,4,117,123,2785,,
firefox,151.0,200,30,measurement,pass,200,200,0,true,200,3,114,117,2764,,
firefox,151.0,500,1,warmup,pass,500,500,0,true,500,7,211,220,3017,,
firefox,151.0,500,1,measurement,pass,500,500,0,true,500,6,192,199,2994,,
firefox,151.0,500,2,measurement,pass,500,500,0,true,500,9,238,250,3105,,
firefox,151.0,500,3,measurement,pass,500,500,0,true,500,7,216,224,3262,,
firefox,151.0,500,4,measurement,pass,500,500,0,true,500,8,226,236,3317,,
firefox,151.0,500,5,measurement,pass,500,500,0,true,500,7,205,213,3087,,
firefox,151.0,500,6,measurement,pass,500,500,0,true,500,7,199,208,3056,,
firefox,151.0,500,7,measurement,pass,500,500,0,true,500,7,204,212,3069,,
firefox,151.0,500,8,measurement,pass,500,500,0,true,500,5,196,202,2981,,
firefox,151.0,500,9,measurement,pass,500,500,0,true,500,6,191,199,2975,,
firefox,151.0,500,10,measurement,pass,500,500,0,true,500,7,211,219,3029,,
firefox,151.0,500,11,measurement,pass,500,500,0,true,500,6,198,205,3052,,
firefox,151.0,500,12,measurement,pass,500,500,0,true,500,7,204,215,3040,,
firefox,151.0,500,13,measurement,pass,500,500,0,true,500,7,182,191,3022,,
firefox,151.0,500,14,measurement,pass,500,500,0,true,500,6,195,204,3002,,
firefox,151.0,500,15,measurement,pass,500,500,0,true,500,6,178,186,2918,,
firefox,151.0,500,16,measurement,pass,500,500,0,true,500,7,197,205,3002,,
firefox,151.0,500,17,measurement,pass,500,500,0,true,500,5,189,197,2970,,
firefox,151.0,500,18,measurement,pass,500,500,0,true,500,6,199,209,2958,,
firefox,151.0,500,19,measurement,pass,500,500,0,true,500,6,199,207,2993,,
firefox,151.0,500,20,measurement,pass,500,500,0,true,500,6,197,203,2965,,
firefox,151.0,500,21,measurement,pass,500,500,0,true,500,6,178,184,2926,,
firefox,151.0,500,22,measurement,pass,500,500,0,true,500,6,200,207,3022,,
firefox,151.0,500,23,measurement,pass,500,500,0,true,500,5,196,201,3039,,
firefox,151.0,500,24,measurement,pass,500,500,0,true,500,6,191,199,2965,,
firefox,151.0,500,25,measurement,pass,500,500,0,true,500,6,220,227,2994,,
firefox,151.0,500,26,measurement,pass,500,500,0,true,500,6,218,226,3118,,
firefox,151.0,500,27,measurement,pass,500,500,0,true,500,6,196,203,2997,,
firefox,151.0,500,28,measurement,pass,500,500,0,true,500,6,190,197,2989,,
firefox,151.0,500,29,measurement,pass,500,500,0,true,500,7,220,230,2999,,
firefox,151.0,500,30,measurement,pass,500,500,0,true,500,6,201,209,2952,,
firefox,151.0,1000,1,warmup,pass,1000,1000,0,true,1000,10,320,332,3242,,
firefox,151.0,1000,1,measurement,pass,1000,1000,0,true,1000,10,310,322,3277,,
firefox,151.0,1000,2,measurement,pass,1000,1000,0,true,1000,10,323,335,3285,,
firefox,151.0,1000,3,measurement,pass,1000,1000,0,true,1000,11,411,427,3452,,
firefox,151.0,1000,4,measurement,pass,1000,1000,0,true,1000,10,344,359,3435,,
firefox,151.0,1000,5,measurement,pass,1000,1000,0,true,1000,15,325,343,3429,,
firefox,151.0,1000,6,measurement,pass,1000,1000,0,true,1000,20,273,297,3576,,
firefox,151.0,1000,7,measurement,pass,1000,1000,0,true,1000,10,347,360,3550,,
firefox,151.0,1000,8,measurement,pass,1000,1000,0,true,1000,11,348,361,3553,,
firefox,151.0,1000,9,measurement,pass,1000,1000,0,true,1000,10,385,398,3545,,
firefox,151.0,1000,10,measurement,pass,1000,1000,0,true,1000,13,276,294,3337,,
firefox,151.0,1000,11,measurement,pass,1000,1000,0,true,1000,13,363,380,3550,,
firefox,151.0,1000,12,measurement,pass,1000,1000,0,true,1000,15,345,361,3355,,
firefox,151.0,1000,13,measurement,pass,1000,1000,0,true,1000,11,371,386,3641,,
